id,file_name,place,create_time,Leq,Pctn,陶模型判定,新模型输出,抽样,
12991,Record105363,M01,2021/12/19 13:54:53,51.2269,0.358624,3,4.28875,621,1
13080,Record105456,M01,2021/12/19 17:00:56,50.3004,0.283655,3,4.6319,622,2
13168,Record105546,M01,2021/12/19 20:00:59,52.4385,0.046496,3,4.6319,623,3
13185,Record105564,M01,2021/12/19 20:36:59,54.1334,0.115466,3,2.76453,624,4
13223,Record105604,M01,2021/12/19 21:57:00,53.8886,0.134995,3,4.6319,625,5
13499,Record105891,M01,2021/12/20 7:31:13,50.1043,0.404515,3,4.3769,626,6
13509,Record105901,M01,2021/12/20 7:51:13,50.1295,0.180668,3,4.3769,627,7
13518,Record105910,M01,2021/12/20 8:09:14,50.6912,0.265324,3,5.27134,628,8
13527,Record105920,M01,2021/12/20 8:29:14,50.0396,0.444829,3,3.78279,629,9
13536,Record105929,M01,2021/12/20 8:47:14,50.587,0.353091,3,4.39024,630,0
13540,Record105933,M01,2021/12/20 8:55:15,50.2474,0.291442,3,4.39024,631,1
13622,Record106016,M01,2021/12/20 11:41:19,57.1257,0.221819,3,2.76453,632,2
13637,Record106031,M01,2021/12/20 12:11:19,50.1198,0.270705,3,4.28875,633,3
13743,Record106142,M01,2021/12/20 15:53:26,54.4864,0.151251,3,2.76453,634,4
13756,Record106158,M01,2021/12/20 16:25:27,51.1105,0.21672,3,3.84802,635,5
13772,Record106177,M01,2021/12/20 17:03:28,50.1585,0.225435,3,5.20669,636,6
13773,Record106178,M01,2021/12/20 17:05:28,50.5664,0.394828,3,4.27217,637,7
13780,Record106185,M01,2021/12/20 17:19:29,50.6462,0.384352,3,4.27217,638,8
13781,Record106186,M01,2021/12/20 17:21:29,50.9447,0.278939,3,4.27217,639,9
13782,Record106187,M01,2021/12/20 17:23:29,51.1487,0.311867,3,4.69262,640,0
13849,Record106259,M01,2021/12/20 19:47:33,50.4221,0.369365,3,3.84802,641,1
13959,Record106374,M01,2021/12/21 0:31:42,50.0937,0.220521,3,3.3769,642,2
13960,Record106375,M01,2021/12/21 0:35:42,51.2644,0.259343,3,5.20669,643,3
13963,Record106378,M01,2021/12/21 0:47:42,52.0056,0.255354,3,3.3769,644,4
13964,Record106379,M01,2021/12/21 0:51:44,51.9917,0.131828,3,3.3769,645,5
14153,Record106581,M01,2021/12/21 14:19:59,50.9327,0.452079,3,5.20183,646,6
14180,Record106609,M01,2021/12/21 16:12:01,50.5364,0.322249,3,4.3769,647,7
14233,Record106664,M01,2021/12/21 19:52:07,51.5367,0.050251,3,3.84802,648,8
14234,Record106665,M01,2021/12/21 19:56:09,53.2542,0.046165,3,3.84802,649,9
14235,Record106666,M01,2021/12/21 20:00:08,50.5853,0.046017,3,3.84802,650,0
14394,Record106837,M01,2021/12/22 7:24:25,53.4318,0.433865,3,4.10246,651,1
14400,Record106843,M01,2021/12/22 7:48:26,50.3856,0.327606,3,4.87117,652,2
14405,Record106848,M01,2021/12/22 8:08:25,50.7597,0.215275,3,4.00912,653,3
14413,Record106856,M01,2021/12/22 8:40:27,53.7869,0.69846,3,4.17213,654,4
14423,Record106866,M01,2021/12/22 9:20:28,51.8926,0.167046,3,2.76453,655,5
14438,Record106884,M01,2021/12/22 10:00:43,53.8461,0.171541,3,4.17213,656,6
14441,Record106887,M01,2021/12/22 10:06:45,51.2367,#N/A,3,4.28875,657,7
14454,Record106905,M01,2021/12/22 10:42:44,58.4033,0.218542,3,3.05455,658,8
14468,Record106921,M01,2021/12/22 11:14:40,52.7291,0.209076,3,2.76453,659,9
14470,Record106923,M01,2021/12/22 11:18:41,54.6598,0.371733,3,4.3872,660,0
14477,Record106930,M01,2021/12/22 11:32:40,54.0976,0.191267,3,2.76453,661,1
14480,Record106934,M01,2021/12/22 11:40:42,57.2078,0.07365,3,4.6319,662,2
14486,Record106941,M01,2021/12/22 11:54:42,53.0436,0.290965,3,2.76453,663,3
14491,Record106946,M01,2021/12/22 12:04:40,52.9149,0.124403,3,2.76453,664,4
14548,Record107006,M01,2021/12/22 14:04:40,53.3018,0.134039,3,2.76453,665,5
14557,Record107015,M01,2021/12/22 14:22:40,52.769,0.276123,3,2.76453,666,6
14572,Record107031,M01,2021/12/22 14:54:40,59.0122,0.085314,3,4.6319,667,7
14574,Record107033,M01,2021/12/22 14:58:41,59.7528,0.16983,3,4.6319,668,8
14585,Record107044,M01,2021/12/22 15:20:40,52.7543,0.406561,3,2.76453,669,9
14651,Record107116,M01,2021/12/22 17:44:41,50.2292,0.069601,3,4.17213,670,0
14652,Record107117,M01,2021/12/22 17:46:42,50.0315,0.182023,3,4.17213,671,1
14653,Record107118,M01,2021/12/22 17:48:42,52.8993,0.229074,3,4.17213,672,2
14654,Record107119,M01,2021/12/22 17:50:40,50.419,0.109445,3,4.87117,673,3
15057,Record107549,M01,2021/12/23 8:10:43,52.6967,0.282826,3,4.10246,674,4
15058,Record107550,M01,2021/12/23 8:12:43,50.7383,0.32423,3,4.87117,675,5
15059,Record107552,M01,2021/12/23 8:16:43,50.6201,0.415933,3,4.87117,676,6
15061,Record107554,M01,2021/12/23 8:20:44,50.0415,0.440305,3,5.27134,677,7
15162,Record107759,M01,2021/12/23 15:12:53,58.1009,0.29021,3,4.6319,678,8
15227,Record107834,M01,2021/12/23 17:42:47,56.2322,0.061399,3,2.76453,679,9
15610,Record108238,M01,2021/12/24 7:44:56,50.8229,0.487819,3,4.87117,680,0
15628,Record108258,M01,2021/12/24 8:24:58,50.363,0.471462,3,4.87117,681,1
15643,Record108273,M01,2021/12/24 8:54:57,50.1966,0.549316,3,4.87117,682,2
15649,Record108279,M01,2021/12/24 9:06:57,51.6305,0.431441,3,4.3872,683,3
15705,Record108338,M01,2021/12/24 11:05:00,57.8935,0.109549,3,2.76453,684,4
15706,Record108339,M01,2021/12/24 11:07:01,50.6001,0.204668,3,3.62705,685,5
15708,Record108341,M01,2021/12/24 11:10:59,51.5963,0.237129,3,4.10246,686,6
15709,Record108342,M01,2021/12/24 11:12:59,50.5951,0.224695,3,3.99392,687,7
15710,Record108343,M01,2021/12/24 11:14:59,52.1181,0.105501,3,3.90769,688,8
15714,Record108348,M01,2021/12/24 11:24:59,50.4661,0.287064,3,3.90769,689,9
15722,Record108356,M01,2021/12/24 11:41:00,56.5484,0.136724,3,4.6319,690,0
15731,Record108365,M01,2021/12/24 11:59:00,55.3602,0.253586,3,2.76453,691,1
15802,Record108441,M01,2021/12/24 14:31:03,54.5319,0.260787,3,2.76453,692,2
15805,Record108445,M01,2021/12/24 14:39:03,53.877,0.257879,3,2.76453,693,3
15865,Record108508,M01,2021/12/24 16:45:06,51.7108,0.443249,3,2.76453,694,4
15871,Record108514,M01,2021/12/24 16:57:06,55.5207,0.354449,3,2.76453,695,5
15873,Record108516,M01,2021/12/24 17:01:06,52.1199,0.56636,3,3.96024,696,6
15875,Record108518,M01,2021/12/24 17:05:06,60.0286,0.27649,3,2.76453,697,7
15878,Record108521,M01,2021/12/24 17:11:06,51.1384,0.554246,3,4.17213,698,8
15880,Record108523,M01,2021/12/24 17:15:06,50.5115,0.602716,3,4.87117,699,9
15889,Record108534,M01,2021/12/24 17:37:09,52.1296,0.341697,3,4.10246,700,0
15892,Record108537,M01,2021/12/24 17:43:07,50.4042,0.251686,3,3.62705,701,1
15900,Record108545,M01,2021/12/24 17:59:07,51.6846,0.120519,3,4.3769,702,2
15902,Record108547,M01,2021/12/24 18:03:07,50.215,0.168283,3,4.3872,703,3
16282,Record108946,M01,2021/12/25 7:21:29,50.1028,0.611921,3,2.89344,704,4
16314,Record108978,M01,2021/12/25 8:25:31,56.5528,0.511557,3,2.76453,705,5
16345,Record109009,M01,2021/12/25 9:27:33,50.5377,0.30881,3,2.60909,706,6
16368,Record109032,M01,2021/12/25 10:13:35,52.0889,0.155152,3,2.76453,707,7
16401,Record109065,M01,2021/12/25 11:19:37,50.1084,0.439504,3,4.87117,708,8
16413,Record109077,M01,2021/12/25 11:43:39,50.7543,0.181053,3,2.76453,709,9
16415,Record109079,M01,2021/12/25 11:47:40,51.1695,0.296163,3,2.76453,710,0
16431,Record109095,M01,2021/12/25 12:19:39,57.818,0.157166,3,2.76453,711,1
16476,Record109142,M01,2021/12/25 15:03:43,56.0864,0.319093,3,2.76453,712,2
16480,Record109146,M01,2021/12/25 15:19:43,54.3769,0.192517,3,2.76453,713,3
16481,Record109147,M01,2021/12/25 15:23:43,52.8607,0.037328,3,4.39024,714,4
16482,Record109148,M01,2021/12/25 15:27:43,61.843,0.175666,3,4.94672,715,5
16483,Record109149,M01,2021/12/25 15:31:43,55.0533,0.115981,3,3.78279,716,6
16511,Record109179,M01,2021/12/25 17:31:45,55.1316,0.170083,3,2.76453,717,7
16731,Record109414,M01,2021/12/26 9:12:05,50.6382,0.494147,3,4.87117,718,8
16736,Record109419,M01,2021/12/26 9:32:05,51.2753,0.252614,3,4.3769,719,9
16792,Record109475,M01,2021/12/26 13:16:10,50.9815,0.43646,3,2.76453,720,0
16812,Record109496,M01,2021/12/26 14:40:12,50.3426,0.425167,3,4.27217,721,1
16813,Record109497,M01,2021/12/26 14:44:12,50.0472,0.275099,3,3.9052,722,2
16814,Record109498,M01,2021/12/26 14:48:13,50.3616,0.274887,3,3.9052,723,3
16815,Record109499,M01,2021/12/26 14:52:13,51.749,0.37367,3,3.9052,724,4
16816,Record109500,M01,2021/12/26 14:56:13,50.1171,0.193169,3,3.9052,725,5
16818,Record109503,M01,2021/12/26 15:06:14,50.3653,0.191419,3,4.6319,726,6
16829,Record109514,M01,2021/12/26 15:50:14,50.229,0.171201,3,4.27217,727,7
16832,Record109517,M01,2021/12/26 16:02:15,50.6444,0.108547,3,3.84802,728,8
16836,Record109521,M01,2021/12/26 16:18:16,51.2865,0.280059,3,4.17213,729,9
16837,Record109522,M01,2021/12/26 16:22:17,50.9966,0.15706,3,4.17213,730,0
16838,Record109523,M01,2021/12/26 16:26:15,50.4272,0.406346,3,4.39024,731,1
16839,Record109524,M01,2021/12/26 16:30:16,50.8745,0.085303,3,4.39024,732,2
16864,Record109551,M01,2021/12/26 18:18:19,50.0862,0.114461,3,4.27217,733,3
16870,Record109557,M01,2021/12/26 18:42:19,54.0864,0.037441,3,2.76453,734,4
16873,Record109560,M01,2021/12/26 18:54:20,50.8996,0.021824,3,3.78279,735,5
16910,Record109599,M01,2021/12/26 21:30:24,51.2671,0.202361,3,5.20669,736,6
16918,Record109607,M01,2021/12/26 22:02:25,54.0968,0.034411,3,4.87117,737,7
16920,Record109609,M01,2021/12/26 22:10:25,52.2249,0.114439,3,2.76453,738,8
16954,Record109645,M01,2021/12/27 0:34:28,50.2223,0.096413,3,5.20669,739,9
17032,Record109726,M01,2021/12/27 5:58:38,50.0249,0.154973,3,5.20669,740,0
17061,Record109758,M01,2021/12/27 8:06:43,57.3701,0.227073,3,2.76453,741,1
17086,Record109784,M01,2021/12/27 9:50:46,51.3272,0.266403,3,3.90769,742,2
17103,Record109802,M01,2021/12/27 11:02:49,55.5277,0.082539,3,2.76453,743,3
17108,Record109808,M01,2021/12/27 11:26:49,55.9968,0.102188,3,2.76453,744,4
